event_id,source_camera,source_pixel_x,source_pixel_y,renderer_median_event_depth,world_x,world_y,world_z,event_normal_x,event_normal_y,event_normal_z,chart_u,chart_v,chart_n,fixed_projected_u,fixed_projected_v,fixed_projected_n,fixed_is_u_min_owner,fixed_is_u_max_owner,fixed_is_v_min_owner,fixed_is_v_max_owner,fixed_leave_one_out_delta_u_span,fixed_extent_reduction_u_span,fixed_leave_one_out_delta_v_span,fixed_extent_reduction_v_span,fixed_leave_one_out_delta_rectangular_chart_area,fixed_extent_reduction_rectangular_chart_area,fixed_relative_area_change,pca_pca_origin_shift_world,pca_axis_u_angle_degrees,pca_axis_v_angle_degrees,pca_axis_n_angle_degrees,pca_right_handed_sign_alignment,pca_joint_axis_rotation_angle_degrees,pca_leave_one_out_delta_u_span,pca_extent_reduction_u_span,pca_leave_one_out_delta_v_span,pca_extent_reduction_v_span,pca_leave_one_out_delta_rectangular_chart_area,pca_extent_reduction_rectangular_chart_area,review_extrema_owner,fixed_area_rank,pca_area_rank,fixed_area_leverage_is_not_a_decision,pca_orientation_is_not_a_decision
834,DSC07960.JPG,402.0,191.0,4.955581188201904,1.4230988290048925,1.540720629656522,0.9707929164217809,0.16330248784786572,-0.8988139115329836,-0.4067749376466988,1.0929106905949661,1.016843878775208,1.7643820365554672,1.0929106905949661,1.016843878775208,1.7643820365554672,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.276919714585647e-05,0.009491742694129817,0.009582912227101162,0.0015086622430120237,"[1, 1, 1]",0.009596912247062793,-2.7655629783351898e-05,2.7655629783351898e-05,5.0405911981021845e-05,-5.0405911981021845e-05,3.55973334635884e-05,-3.55973334635884e-05,False,838,865,True,True
835,DSC07960.JPG,403.0,191.0,4.954506874084473,1.4300597013116967,1.5440292094133974,0.9641177846208984,-0.0904843258185004,0.897611951720535,0.4313993172336083,1.0923983208032355,1.027002440803525,1.7636756920561232,1.0923983208032355,1.027002440803525,1.7636756920561232,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.778638253603811e-05,0.010850341441783967,0.010985395043603461,0.0018952207708255472,"[1, 1, 1]",0.011000015367895714,-3.170637765803619e-05,3.170637765803619e-05,5.873434153502721e-05,-5.873434153502721e-05,4.2444464884106026e-05,-4.2444464884106026e-05,False,839,776,True,True
836,DSC07960.JPG,404.0,191.0,5.025793075561523,1.493191277225128,1.5347040152130815,1.0030054959442263,0.13974062520928196,0.6501812479092332,0.7468178509739248,1.1641586830891475,1.0459048709579966,1.7725050609465596,1.1641586830891475,1.0459048709579966,1.7725050609465596,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.777660231178688e-05,0.03262799228409497,0.03262976776749242,0.0004990662992985751,"[1, 1, 1]",0.032630788304744855,-0.00010215798701618262,0.00010215798701618262,0.00014205822171375893,-0.00014205822171375893,5.5227609115249265e-05,-5.5227609115249265e-05,False,840,643,True,True
837,DSC07960.JPG,405.0,191.0,4.513711929321289,1.1027566314113888,1.6269433002667688,0.6751219651052494,0.0759784806156686,0.8750641784721204,0.4780062280329069,0.6532075871965339,0.9933637085032349,1.7045101198965869,0.6532075871965339,0.9933637085032349,1.7045101198965869,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.000249946629846156,0.060429966631333466,0.04712987952976427,0.03993474970347611,"[1, 1, 1]",0.061105608685557505,1.3593038864279094e-05,-1.3593038864279094e-05,-0.00015250913686970513,0.00015250913686970513,-0.00023818643511486215,0.00023818643511486215,False,841,46,True,True
838,DSC07960.JPG,406.0,191.0,5.038490295410156,1.5188953676865893,1.5388325004890655,0.9988045228815831,0.5798661050500704,0.5640401217291935,0.5878894805095406,1.1779803439206349,1.0683565722624635,1.7730300677964095,1.1779803439206349,1.0683565722624635,1.7730300677964095,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00011348880343356853,0.04491180658578731,0.04491594902619897,0.0008267959154450289,"[1, 1, 1]",0.044917682717755265,-0.00014089265852801347,0.00014089265852801347,0.00019456585206589772,-0.00019456585206589772,7.38181458110887e-05,-7.38181458110887e-05,False,842,479,True,True
839,DSC07960.JPG,407.0,191.0,4.883061408996582,1.40542488341759,1.5688456332557101,0.8954086302158998,0.011485205237260628,0.8542545752240092,0.5197280161483561,1.0232566521517694,1.0590557907264175,1.7520271102171814,1.0232566521517694,1.0590557907264175,1.7520271102171814,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.002300840965553e-05,0.005532151765765832,0.00860529475092786,0.006632333447327363,"[1, 1, 1]",0.008621010590579403,1.5325195769744226e-05,-1.5325195769744226e-05,1.4476237851557272e-05,-1.4476237851557272e-05,5.354267176027605e-05,-5.354267176027605e-05,False,843,669,True,True
840,DSC07960.JPG,408.0,191.0,4.920154571533203,1.4421330891575481,1.5655381668560981,0.9126743298786134,-0.00035917534199359186,0.6195992094130469,0.7849182700688021,1.060874042830497,1.0739839864928842,1.7563418497408048,1.060874042830497,1.0739839864928842,1.7563418497408048,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.895091096045328e-05,0.006701149863031278,0.00886917677422186,0.005841728300016174,"[1, 1, 1]",0.00887956912660208,-1.9298532953460068e-05,1.9298532953460068e-05,6.399505514065318e-05,-6.399505514065318e-05,7.463441850674712e-05,-7.463441850674712e-05,False,844,472,True,True
841,DSC07960.JPG,409.0,191.0,4.910287380218506,1.4421329885539607,1.57032772491813,0.9005668347304624,-0.07937837853652864,0.6270246993572925,0.7749445782872532,1.0515697243464193,1.0829013265860772,1.7544865846892883,1.0515697243464193,1.0829013265860772,1.7544865846892883,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.396455100206926e-05,0.003743699794537953,0.007965539611387065,0.007039980074977109,"[1, 1, 1]",0.007969517808958404,-1.0737050575082563e-05,1.0737050575082563e-05,5.801648665082482e-05,-5.801648665082482e-05,8.024518081750642e-05,-8.024518081750642e-05,False,845,435,True,True
842,DSC07960.JPG,410.0,191.0,4.92833137512207,1.4640329043040339,1.5703376772947357,0.9058542266725912,0.02537054309651795,0.619916077220063,0.7842578611318325,1.0701595355857019,1.0954997529218409,1.7562925454889655,1.0701595355857019,1.0954997529218409,1.7562925454889655,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.326464738125632e-05,0.011632968135107957,0.013496297528311036,0.00690186069402286,"[1, 1, 1]",0.013511322571146943,-3.3896162421998e-05,3.3896162421998e-05,9.201403854386392e-05,-9.201403854386392e-05,9.586396627092597e-05,-9.586396627092597e-05,False,846,347,True,True
843,DSC07960.JPG,411.0,191.0,4.93494176864624,1.476987706530122,1.572315991904777,0.903995883765941,-0.075024683388933,0.6128969255517429,0.7865930685758753,1.0773246067702271,1.106624645570064,1.7565968253901305,1.0773246067702271,1.106624645570064,1.7565968253901305,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00010102352978383827,0.015651922702860463,0.01723262433941287,0.007293596330652984,"[1, 1, 1]",0.017250254694000614,-4.589188883752371e-05,4.589188883752371e-05,0.00011205388037693886,-0.00011205388037693886,0.00010815185040868869,-0.00010815185040868869,False,847,295,True,True
844,DSC07960.JPG,412.0,191.0,4.935159683227539,1.4849203413270586,1.5753864046727983,0.8981585448579815,-0.13208536956606112,0.5810285933437052,0.803093536808529,1.0781006435184062,1.116897984750419,1.756063042695738,1.0781006435184062,1.116897984750419,1.756063042695738,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00010745802837102623,0.017043996419275297,0.018817343454551605,0.008059704262995442,"[1, 1, 1]",0.018835459419944075,-5.0060244883853855e-05,5.0060244883853855e-05,0.00012272620068931595,-0.00012272620068931595,0.0001188290500402367,-0.0001188290500402367,False,848,247,True,True
845,DSC07960.JPG,413.0,191.0,4.950964450836182,1.5051744757975807,1.5758243292940903,0.901964831706604,-0.16710195428878957,0.6302867888957144,0.7581658793538498,1.0944605930731512,1.1293478468362956,1.7575672186517943,1.0944605930731512,1.1293478468362956,1.7575672186517943,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00011754759002648164,0.026493747507828763,0.02758587006966988,0.00783414203428542,"[1, 1, 1]",0.027606816784291843,-7.859980241509135e-05,7.859980241509135e-05,0.0001630485673869142,-0.0001630485673869142,0.00013535402842013156,-0.00013535402842013156,False,849,195,True,True
846,DSC07960.JPG,414.0,191.0,5.000979900360107,1.552574362047976,1.570525200321123,0.9268588546022123,0.12473629162915197,0.6866086407229213,0.716246767556566,1.1450321079142582,1.1467094694814635,1.7635370014076484,1.1450321079142582,1.1467094694814635,1.7635370014076484,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.00013964542485128356,0.0567889108836661,0.056976221669104835,0.004906031059031761,"[1, 1, 1]",0.05698832941810494,-0.00017277080054922678,0.00017277080054922678,0.00027925725165789395,-0.00027925725165789395,0.0001607700714836291,-0.0001607700714836291,False,850,135,True,True
847,DSC07960.JPG,384.0,192.0,4.876992225646973,1.223131715117777,1.5087275851121036,1.0307887774018156,-0.02855464995319468,0.872079995444025,0.4885295421081513,1.0027244229105103,0.826096528340753,1.7739627616680191,1.0027244229105103,0.826096528340753,1.7739627616680191,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.267397961359844e-05,0.013604928358751387,0.013652553803887574,0.0011633153902694882,"[1, 1, 1]",0.013653563665541123,-4.162220321823895e-05,4.162220321823895e-05,6.713754671383576e-05,-6.713754671383576e-05,3.8500993331691546e-05,-3.8500993331691546e-05,False,851,826,True,True
848,DSC07960.JPG,385.0,192.0,4.8788323402404785,1.232174387587895,1.5114587702773452,1.0260886694323912,-0.027458722428360907,0.8728633118360708,0.48719160236314496,1.0051093188960045,0.8363697590837225,1.7736572883091284,1.0051093188960045,0.8363697590837225,1.7736572883091284,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.603624418750195e-05,0.011720493653784629,0.011757615574448247,0.0009540980662039048,"[1, 1, 1]",0.011758439477291766,-3.586411502309872e-05,3.586411502309872e-05,5.756181150684547e-05,-5.756181150684547e-05,3.267779074844768e-05,-3.267779074844768e-05,False,852,901,True,True
849,DSC07960.JPG,386.0,192.0,4.895503044128418,1.252312647357278,1.5114638950327992,1.0310553616421467,0.0015010044080664086,0.8488577468341306,0.5286192132579464,1.022271668889674,0.8478914866727059,1.775366410998925,1.022271668889674,0.8478914866727059,1.775366410998925,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.63768529169313e-05,0.0055675030534960744,0.005743687950032456,0.0014222972097585494,"[1, 1, 1]",0.0057449966201889744,-1.683747064751273e-05,1.683747064751273e-05,3.3054757219153075e-05,-3.3054757219153075e-05,2.5761189288875386e-05,-2.5761189288875386e-05,False,853,991,True,True
850,DSC07960.JPG,387.0,192.0,4.899229526519775,1.2628037444842204,1.513863206545424,1.0275562436594863,0.0036513492830283984,0.8501264941131947,0.5265658663977583,1.0265388445990264,0.8583725246599407,1.77531449285392,1.0265388445990264,0.8583725246599407,1.77531449285392,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.940630810578864e-05,0.0038908130611435294,0.004087938920523911,0.0012611736695034982,"[1, 1, 1]",0.004089023717256397,-1.173630955086935e-05,1.173630955086935e-05,2.4676310769633503e-05,-2.4676310769633503e-05,2.0783052581574424e-05,-2.0783052581574424e-05,False,854,1061,True,True
851,DSC07960.JPG,388.0,192.0,4.909128189086914,1.2779413170571698,1.515139490155303,1.0280581393790005,0.013964733125942402,0.8494739721621748,0.5274456908988241,1.0369581527150757,0.8694110746306614,1.776098926085086,1.0369581527150757,0.8694110746306614,1.776098926085086,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.180522045051341e-05,0.0010344432271068502,0.001672288687973013,0.0013148180680211323,"[1, 1, 1]",0.0016726277739323233,-3.0901304182151534e-06,3.0901304182151534e-06,1.2333656888019462e-05,-1.2333656888019462e-05,1.555585774504209e-05,-1.555585774504209e-05,False,855,1172,True,True
852,DSC07960.JPG,389.0,192.0,4.907529354095459,1.28445835043348,1.5185217108743563,1.0210801256739237,0.0416727794435797,0.8568959753526328,0.5138021670622913,1.0359198172535022,0.8794571400760651,1.7753228817406863,1.0359198172535022,0.8794571400760651,1.7753228817406863,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.550556709988637e-05,0.001116875605258898,0.0014814227535553494,0.0009745047348310825,"[1, 1, 1]",0.0014818372450631759,-3.340990303968283e-06,3.340990303968283e-06,1.0693774705083925e-05,-1.0693774705083925e-05,1.2255583318410146e-05,-1.2255583318410146e-05,False,856,1240,True,True
853,DSC07960.JPG,390.0,192.0,4.9059319496154785,1.290971433816716,1.521901658566397,1.0141069078311795,0.045112210485746956,0.859866687193307,0.5085215518739568,1.0348825460984754,0.8894966997384883,1.774547395457199,1.0348825460984754,0.8894966997384883,1.774547395457199,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.923941628945645e-05,0.0011406224196859342,0.0013294135737524754,0.0006845635679040255,"[1, 1, 1]",0.0013298472154537088,-3.4182354027301187e-06,3.4182354027301187e-06,9.090139514222884e-06,-9.090139514222884e-06,9.341163334841696e-06,-9.341163334841696e-06,False,857,1302,True,True
854,DSC07960.JPG,391.0,192.0,4.9043354988098145,1.2974802136441173,1.5252794221559616,1.0071381725896262,0.015856440712323377,0.8475616694679973,0.5304599793919971,1.0338458643503805,0.8995297176805813,1.7737724022299732,1.0338458643503805,0.8995297176805813,1.7737724022299732,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.3023489857732325e-05,0.0011058896786810461,0.001191225060192341,0.0004448373725612167,"[1, 1, 1]",0.0011916141750905635,-3.322472704292423e-06,3.322472704292423e-06,7.522893868294744e-06,-7.522893868294744e-06,6.811713169518896e-06,-6.811713169518896e-06,False,858,1360,True,True
855,DSC07960.JPG,392.0,192.0,4.884970664978027,1.2905297362885588,1.5318568890509605,0.9887152905691322,0.008566448616294655,0.8972312880666683,0.44147778162930446,1.0150925393860988,0.9078481594018087,1.7705957501746519,1.0150925393860988,0.9078481594018087,1.7705957501746519,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,3.203924615424581e-05,0.0032132232546556437,0.0032139367416555,7.338977875032091e-05,"[1, 1, 1]",0.0032139988849867345,-1.0017963736785873e-05,1.0017963736785873e-05,1.3848781531988763e-05,-1.3848781531988763e-05,5.275531413495571e-06,-5.275531413495571e-06,False,859,1398,True,True
856,DSC07960.JPG,393.0,192.0,4.856689453125,1.2767528407694797,1.5400110115416101,0.9646003103495391,0.05196480153913696,0.9092767378348185,0.4129351927766251,0.987443592038817,0.915210634788736,1.7662191645772207,0.987443592038817,0.915210634788736,1.7662191645772207,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.108232442354952e-05,0.005480964887758242,0.005495862588284073,0.0006899373308550534,"[1, 1, 1]",0.005510058799155451,-1.8242346929930875e-05,1.8242346929930875e-05,2.0934192755062142e-05,-2.0934192755062142e-05,2.2050346677460197e-06,-2.2050346677460197e-06,False,860,1487,True,True
857,DSC07960.JPG,394.0,192.0,4.930794715881348,1.3407361551073969,1.529809271985384,1.0063302772841554,0.1437579770245835,0.8497426071365677,0.5072190312464115,1.0618976627852088,0.9327224346327839,1.7756668288131718,1.0618976627852088,0.9327224346327839,1.7756668288131718,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,1.7640166217055308e-05,0.001072429083907918,0.001097441920188214,0.00030556390620538337,"[1, 1, 1]",0.0011063121028688817,2.8294107661253065e-06,-2.8294107661253065e-06,-3.121028917307811e-06,3.121028917307811e-06,-1.2456967946050668e-07,1.2456967946050668e-07,False,861,1578,True,True
858,DSC07960.JPG,395.0,192.0,5.0167694091796875,1.413996087962036,1.5175845046723666,1.0554918289092614,-0.28721162589974913,0.6746309024694541,0.679987225895658,1.148207151839862,0.9517567083388224,1.7866981197403422,1.148207151839862,0.9517567083388224,1.7866981197403422,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.80651413635733e-05,0.0025002781275799543,0.0001551403272765332,0.0024957218808844394,"[1, 1, 1]",0.0025004084422696675,-8.731984214360722e-06,8.731984214360722e-06,5.287935425091206e-07,-5.287935425091206e-07,-1.534320685614432e-05,1.534320685614432e-05,False,862,1177,True,True
859,DSC07960.JPG,396.0,192.0,5.015778064727783,1.421128612079509,1.5209195214963496,1.0487858907066276,-0.08424925662047954,0.7848448174239772,0.6139386576211183,1.1477857098055146,0.9620664097086665,1.7859929325620356,1.1477857098055146,0.9620664097086665,1.7859929325620356,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,6.808125527093113e-05,0.004010247706366156,0.00327376930231954,0.002429190980814958,"[1, 1, 1]",0.004043551669434638,-1.7865348006296244e-05,1.7865348006296244e-05,1.1299180533663744e-05,-1.1299180533663744e-05,-1.3739393599720984e-05,1.3739393599720984e-05,False,863,1204,True,True
860,DSC07960.JPG,397.0,192.0,4.840747833251953,1.2951071386326245,1.5550657087157176,0.9309058373736446,0.14415836719173178,0.8372162643009916,0.52752942283678,0.9737370510287439,0.953836622695197,1.7618596396070532,0.9737370510287439,0.953836622695197,1.7618596396070532,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.31534242547607e-05,0.001059587099463961,0.0004986659380416707,0.0009412187476238219,"[1, 1, 1]",0.001062375767107319,-1.578277763147895e-06,1.578277763147895e-06,-1.7345915892530428e-06,1.7345915892530428e-06,-5.935229283160481e-06,5.935229283160481e-06,False,864,1378,True,True
861,DSC07960.JPG,398.0,192.0,4.831025123596191,1.2952659481658182,1.5598289744443457,0.9188482731263938,0.1426436408156838,0.7892546889975194,0.5972686394163643,0.9645837865807055,0.962828818078234,1.7600003524900363,0.9645837865807055,0.962828818078234,1.7600003524900363,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.954630850900356e-05,0.002809257044623821,0.0025350642993131407,0.0013442158368782813,"[1, 1, 1]",0.002839488653982755,3.5105274207580806e-06,-3.5105274207580806e-06,-8.673213258481027e-06,8.673213258481027e-06,-8.449073042982036e-06,8.449073042982036e-06,False,865,1321,True,True
862,DSC07960.JPG,399.0,192.0,5.012805938720703,1.4425089417311385,1.5309167461138082,1.0286836870066862,0.17829904257756468,0.9632625686088881,0.2008349454973682,1.1465219414032404,0.9929710322691349,1.7838789828278612,1.1465219414032404,0.9929710322691349,1.7838789828278612,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.177618865616049e-05,0.012479613851059815,0.012434986034576103,0.002643121880597354,"[1, 1, 1]",0.012596740281197876,-4.4833346820594144e-05,4.4833346820594144e-05,4.454764425809721e-05,-4.454764425809721e-05,-6.505322131644675e-06,6.505322131644675e-06,False,866,1364,True,True
863,DSC07960.JPG,400.0,192.0,4.821470260620117,1.3031053972637239,1.567586400097994,0.9010859497945533,0.03972790024123977,0.764596645835747,0.6432835013577973,0.9561411639912121,0.9818070676480737,1.7576164665549223,0.9561411639912121,0.9818070676480737,1.7576164665549223,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.780652612248045e-05,0.0075246761922541485,0.007443220639020446,0.0021745155532131564,"[1, 1, 1]",0.007640379675897197,1.6958965466828957e-05,-1.6958965466828957e-05,-2.4734430847273003e-05,2.4734430847273003e-05,-1.1160877723348506e-05,1.1160877723348506e-05,False,867,1264,True,True
864,DSC07960.JPG,401.0,192.0,4.850403308868408,1.333005309118442,1.5655727789950868,0.9135932894765891,-0.08392498457817857,0.7962929755672563,0.5990610102700705,0.9855641812567977,0.9951365431449034,1.7609487454682597,0.9855641812567977,0.9951365431449034,1.7609487454682597,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.5292417872318494e-05,0.006941975980422669,0.007036957777358697,0.001665687002425112,"[1, 1, 1]",0.00708817032145973,1.8506574554377764e-05,-1.8506574554377764e-05,-2.2169203995003883e-05,2.2169203995003883e-05,-3.847638862186642e-06,3.847638862186642e-06,False,868,1429,True,True
865,DSC07960.JPG,402.0,192.0,4.852024555206299,1.3418861927002446,1.5683449792859312,0.908749012612831,-0.09790814371777196,0.7839524458921128,0.6130518395482673,0.9877311340239332,1.0053939338673943,1.7606133990056372,0.9877311340239332,1.0053939338673943,1.7606133990056372,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.8578688583328995e-05,0.008213347302529391,0.008371238897302135,0.0020112390201388153,"[1, 1, 1]",0.008413732711130615,2.248516426694991e-05,-2.248516426694991e-05,-2.554308615820844e-05,2.554308615820844e-05,-2.269732301218852e-06,2.269732301218852e-06,False,869,1482,True,True
866,DSC07960.JPG,403.0,192.0,4.8924055099487305,1.3807915540803992,1.5644035082701968,0.9283791688792153,0.012622291704903272,0.7882423771580493,0.6152354285997711,1.0285927346220696,1.0202687326897866,1.7654688422894917,1.0285927346220696,1.0202687326897866,1.7654688422894917,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,4.4439535473512264e-05,0.0024956088466222773,0.0027888926182836836,0.0012543733529425363,"[1, 1, 1]",0.0027910068130270133,7.359072572432623e-06,-7.359072572432623e-06,-3.7109913895161384e-06,3.7109913895161384e-06,7.289243157071468e-06,-7.289243157071468e-06,False,870,1348,True,True
867,DSC07960.JPG,404.0,192.0,4.892191410064697,1.3883192285953445,1.5675210437238376,0.9223232595763993,0.01710221771236733,0.7914537685726211,0.6109897268870523,1.0289323492842901,1.0303979030626844,1.7648827383485315,1.0289323492842901,1.0303979030626844,1.7648827383485315,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,5.0711278173077546e-05,0.0027859013474159254,0.003201756129380003,0.0015865859695626252,"[1, 1, 1]",0.0032038838672274884,8.230383182317169e-06,-8.230383182317169e-06,-3.0407381947927803e-06,3.0407381947927803e-06,1.0069412891500207e-05,-1.0069412891500207e-05,False,871,1286,True,True
868,DSC07960.JPG,405.0,192.0,5.006872177124023,1.4851936270985624,1.550875704972671,0.9885506247701993,-0.4917556027098566,0.7912278932460916,0.3635035737827308,1.1439988285208762,1.0546705233841585,1.7796585817031492,1.1439988285208762,1.0546705233841585,1.7796585817031492,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.204500134604017e-05,0.02981102757769585,0.029917698484808776,0.0031354230099733963,"[1, 1, 1]",0.02994659351045581,-9.679821576624725e-05,9.679821576624725e-05,0.00011522006386655015,-0.00011522006386655015,1.8841042642048222e-05,-1.8841042642048222e-05,False,872,1108,True,True
869,DSC07960.JPG,406.0,192.0,5.005884647369385,1.4922979692845961,1.554197593967665,0.9818710574108305,0.5058427880421288,0.6634313680821448,0.5513455301627281,1.1435789552639495,1.0649395816019689,1.7789561614108735,1.1435789552639495,1.0649395816019689,1.7789561614108735,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.654524159590636e-05,0.03262350024861837,0.032727627494490125,0.0031138257920539747,"[1, 1, 1]",0.032749704437420264,-0.00010520026465066223,0.00010520026465066223,0.00012753538294885125,-0.00012753538294885125,2.4473509133482452e-05,-2.4473509133482452e-05,False,873,1015,True,True
870,DSC07960.JPG,407.0,192.0,4.81912088394165,1.3543469748511685,1.589238909706295,0.8587678438513231,0.07385136776907726,0.9119379633465947,0.4036274600245891,0.9576121675355075,1.0515629984768546,1.7534572840158755,0.9576121675355075,1.0515629984768546,1.7534572840158755,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.323515229237489e-05,0.023721063796406403,0.024293431554997733,0.006108726278370595,"[1, 1, 1]",0.02439442787695931,6.564670995801158e-05,-6.564670995801158e-05,-7.150030506486438e-05,7.150030506486438e-05,-1.3183419356188608e-06,1.3183419356188608e-06,False,874,1527,True,True
871,DSC07960.JPG,408.0,192.0,4.910956382751465,1.4337742212244602,1.5766505605363634,0.9103777795867601,0.03928748478233576,0.6125364427298954,0.7894653886442923,1.049889671282574,1.0734434039676235,1.7651555584892022,1.049889671282574,1.0734434039676235,1.7651555584892022,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,7.737013502028804e-05,0.00289218768360035,0.0037174682067470624,0.0023379716391998635,"[1, 1, 1]",0.003718227457631458,-8.706010207193415e-06,8.706010207193415e-06,2.660098756845919e-05,-2.660098756845919e-05,2.9750060760669328e-05,-2.9750060760669328e-05,False,875,945,True,True
872,DSC07960.JPG,409.0,192.0,4.914710998535156,1.4444406015747076,1.5791064557573182,0.9067783044148023,-0.09927681263853427,0.6066198664551798,0.7887689472172654,1.0541959729153914,1.0841303851016453,1.7650962869593425,1.0541959729153914,1.0841303851016453,1.7650962869593425,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,8.430787147247597e-05,0.004750679822009854,0.005398572864331793,0.002569419696173087,"[1, 1, 1]",0.005399790091027954,-1.4332469776778822e-05,1.4332469776778822e-05,3.6202894642345385e-05,-3.6202894642345385e-05,3.5863983475881156e-05,-3.5863983475881156e-05,False,876,861,True,True
873,DSC07960.JPG,410.0,192.0,4.855954170227051,1.4060155610180955,1.5921226155001205,0.864220755891021,-0.1308629973689754,0.7414974092025908,0.6580702607362326,0.9960477062081605,1.0864885998083773,1.7567137458814164,0.9960477062081605,1.0864885998083773,1.7567137458814164,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.04644150506434e-05,0.01726090038292632,0.018334614956853575,0.006335396380694075,"[1, 1, 1]",0.01836074668606594,5.004478425396641e-05,-5.004478425396641e-05,-3.9740649417696616e-05,3.9740649417696616e-05,2.450883180049601e-05,-2.450883180049601e-05,False,877,1013,True,True
874,DSC07960.JPG,411.0,192.0,4.92043399810791,1.4644028811943959,1.5843329253187801,0.8984413050514094,0.010518574151448272,0.6827545668931653,0.7305720778844116,1.0610262911669452,1.105308964519911,1.7647375719144567,1.0610262911669452,1.105308964519911,1.7647375719144567,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,9.806341693374472e-05,0.008458475301999146,0.009025728550610415,0.0031603240824324475,"[1, 1, 1]",0.00902765833713188,-2.5586099070107338e-05,2.5586099070107338e-05,5.611304051966748e-05,-5.611304051966748e-05,4.9310499471211244e-05,-4.9310499471211244e-05,False,878,707,True,True
875,DSC07960.JPG,412.0,192.0,4.946837902069092,1.492964310211288,1.5830058977880606,0.908873990700508,-0.11602279056730408,0.5603184040980732,0.8201109669416474,1.087969051123128,1.119156368820484,1.7676861714951295,1.087969051123128,1.119156368820484,1.7676861714951295,False,False,False,False,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0001099469802522797,0.021904989603850924,0.0219813470611437,0.0018613040918738911,"[1, 1, 1]",0.02198263679786948,-6.716107109849823e-05,6.716107109849823e-05,0.00010800014659673174,-0.00010800014659673174,6.154809454361754e-05,-6.154809454361754e-05,False,879,570,True,True
